# Serie AdaMBEFinder FmbeFinder PmbeFinder ooMBEAFinder ParAdaMBEFinder ParMBE GMBE
UL  0.002613  0.019764  0.011536  0.002196  0.004103  0.0206768  0.025974 
UF  0.033937  0.173838  0.259194  0.199634  0.011652  0.0862612  0.036115 
