# Serie AdaMBEFinder FmbeFinder PmbeFinder ooMBEAFinder ParAdaMBEFinder ParMBE GMBE
UL  3.852000  3.888000  3.888000  3.736000  5.640000  5.856  
UF  4.264000  3.952000  4.200000  4.172000  6.672000  14.708  
